layer,threshold,tp,tn,fp,fn,precision,recall,f1
l5_negative_selection,0.8000,140,165373,254,161386,0.355330,0.000867,0.001729
l5_negative_selection,0.8100,125,165408,219,161401,0.363372,0.000774,0.001544
l5_negative_selection,0.8200,99,165438,189,161427,0.343750,0.000613,0.001224
l5_negative_selection,0.8300,75,165549,78,161451,0.490196,0.000464,0.000928
l5_negative_selection,0.8400,54,165604,23,161472,0.701299,0.000334,0.000668
l5_negative_selection,0.8500,45,165606,21,161481,0.681818,0.000279,0.000557
l5_negative_selection,0.8600,44,165606,21,161482,0.676923,0.000272,0.000545
l5_negative_selection,0.8700,39,165614,13,161487,0.750000,0.000241,0.000483
l5_negative_selection,0.8800,35,165615,12,161491,0.744681,0.000217,0.000433
l5_negative_selection,0.8900,31,165616,11,161495,0.738095,0.000192,0.000384
l5_negative_selection,0.9000,30,165617,10,161496,0.750000,0.000186,0.000371
l5_negative_selection,0.9100,24,165617,10,161502,0.705882,0.000149,0.000297
l5_negative_selection,0.9200,23,165618,9,161503,0.718750,0.000142,0.000285
l5_negative_selection,0.9300,20,165620,7,161506,0.740741,0.000124,0.000248
l5_negative_selection,0.9400,16,165622,5,161510,0.761905,0.000099,0.000198
l5_negative_selection,0.9500,4,165624,3,161522,0.571429,0.000025,0.000050
l5_negative_selection,0.9600,3,165624,3,161523,0.500000,0.000019,0.000037
l5_negative_selection,0.9700,3,165624,3,161523,0.500000,0.000019,0.000037
l5_negative_selection,0.9800,3,165624,3,161523,0.500000,0.000019,0.000037
l5_negative_selection,0.9900,3,165624,3,161523,0.500000,0.000019,0.000037
l5_negative_selection,1.0000,3,165624,3,161523,0.500000,0.000019,0.000037
