layer,threshold,tp,tn,fp,fn,precision,recall,f1
l5_negative_selection,0.5300,141,5459,103,2297,0.577869,0.057834,0.105145
l5_negative_selection,0.5400,137,5460,102,2301,0.573222,0.056194,0.102353
l5_negative_selection,0.5500,135,5464,98,2303,0.579399,0.055373,0.101086
l5_negative_selection,0.5600,132,5468,94,2306,0.584071,0.054143,0.099099
l5_negative_selection,0.5700,128,5474,88,2310,0.592593,0.052502,0.096458
l5_negative_selection,0.5800,124,5479,83,2314,0.599034,0.050861,0.093762
l5_negative_selection,0.5900,119,5486,76,2319,0.610256,0.048811,0.090391
l5_negative_selection,0.6000,114,5490,72,2324,0.612903,0.046760,0.086890
l5_negative_selection,0.6100,109,5494,68,2329,0.615819,0.044709,0.083365
l5_negative_selection,0.6200,103,5501,61,2335,0.628049,0.042248,0.079170
l5_negative_selection,0.6300,101,5504,58,2337,0.635220,0.041427,0.077782
l5_negative_selection,0.6400,96,5510,52,2342,0.648649,0.039377,0.074246
l5_negative_selection,0.6500,90,5514,48,2348,0.652174,0.036916,0.069876
l5_negative_selection,0.6600,89,5515,47,2349,0.654412,0.036505,0.069153
l5_negative_selection,0.6700,88,5518,44,2350,0.666667,0.036095,0.068482
l5_negative_selection,0.6800,82,5522,40,2356,0.672131,0.033634,0.064062
l5_negative_selection,0.6900,78,5527,35,2360,0.690265,0.031993,0.061152
l5_negative_selection,0.7000,77,5529,33,2361,0.700000,0.031583,0.060440
l5_negative_selection,0.7100,69,5534,28,2369,0.711340,0.028302,0.054438
l5_negative_selection,0.7200,62,5536,26,2376,0.704545,0.025431,0.049089
l5_negative_selection,0.7300,57,5536,26,2381,0.686747,0.023380,0.045220
l5_negative_selection,0.7400,54,5539,23,2384,0.701299,0.022149,0.042942
l5_negative_selection,0.7500,50,5543,19,2388,0.724638,0.020509,0.039888
l5_negative_selection,0.7600,43,5544,18,2395,0.704918,0.017637,0.034414
l5_negative_selection,0.7700,37,5547,15,2401,0.711538,0.015176,0.029719
l5_negative_selection,0.7800,34,5547,15,2404,0.693878,0.013946,0.027342
l5_negative_selection,0.7900,33,5550,12,2405,0.733333,0.013536,0.026581
l5_negative_selection,0.8000,28,5551,11,2410,0.717949,0.011485,0.022608
l5_negative_selection,0.8100,22,5551,11,2416,0.666667,0.009024,0.017807
l5_negative_selection,0.8200,16,5551,11,2422,0.592593,0.006563,0.012982
l5_negative_selection,0.8300,13,5551,11,2425,0.541667,0.005332,0.010561
l5_negative_selection,0.8400,8,5551,11,2430,0.421053,0.003281,0.006512
l5_negative_selection,0.8500,8,5552,10,2430,0.444444,0.003281,0.006515
l5_negative_selection,0.8600,7,5552,10,2431,0.411765,0.002871,0.005703
l5_negative_selection,0.8700,6,5552,10,2432,0.375000,0.002461,0.004890
l5_negative_selection,0.8800,6,5552,10,2432,0.375000,0.002461,0.004890
l5_negative_selection,0.8900,5,5553,9,2433,0.357143,0.002051,0.004078
l5_negative_selection,0.9000,5,5554,8,2433,0.384615,0.002051,0.004080
l5_negative_selection,0.9100,5,5554,8,2433,0.384615,0.002051,0.004080
l5_negative_selection,0.9200,5,5555,7,2433,0.416667,0.002051,0.004082
l5_negative_selection,0.9300,4,5555,7,2434,0.363636,0.001641,0.003267
l5_negative_selection,0.9400,3,5557,5,2435,0.375000,0.001231,0.002453
l5_negative_selection,0.9500,3,5559,3,2435,0.500000,0.001231,0.002455
l5_negative_selection,0.9600,3,5559,3,2435,0.500000,0.001231,0.002455
l5_negative_selection,0.9700,3,5559,3,2435,0.500000,0.001231,0.002455
l5_negative_selection,0.9800,3,5559,3,2435,0.500000,0.001231,0.002455
l5_negative_selection,0.9900,3,5559,3,2435,0.500000,0.001231,0.002455
l5_negative_selection,1.0000,3,5559,3,2435,0.500000,0.001231,0.002455
